베가본드 실사판,30.5,42.26,27.24,부정
"이낙연총리님도 좋고
칼춤 제대로 추려면 이재명 도지사님도 좋아요.",0.0,51.44,48.56,부정
총리님  말씀 새겨들어라  검찰!!,0.02,71.48,28.49,부정
이낙연이 앞으로 계속 정치할 맘있으면 조국 일에서는 빠지는게 좋을거 같다.  같이 망하지않으려면ᆢ,0.02,91.6,8.38,부정
문재인 대통령 고집 부리지 말고이상주의 사로 잡히지말고 이제는 내각 전면 개편 실무진으로 임용해야만 한다.현실 실용주의적으로 남은 국정 운영을 해야만 합니다.답답합니다.귀를 열고서 현실을 즉시하세요..차떼기 특혜.비리 의혹 집단 자유한국당은 안됩니다.그럴러면 문재인 정부가 잘해야만 합니다..현재 까지 경제는 역대 최악의 수준입니다.,0.08,88.04,11.87,부정
"황교안을 찍는 그  대가리 자체가 정말 너무 궁금하다

인간으로 태어나 쑤뤡이로 살아가는것들하고 같이 살아가야하는 내가 너무 불쌍하다",0.06,71.29,28.65,부정
이낙연이된다면 그때 안철수도  됐겠지?,0.02,89.53,10.45,부정
"이낙연
빨갠이 심부름꾼
양심팔아먹는 놈들
거짓 위선자

넌 안돼
부정선거 독려자야
더런 빨갠이 섀퀴들",0.49,89.26,10.24,부정
총리새끼 눈깔내리깔고 답변하는 목소리도 개 지랄같애.왜  더있지.문재앙노무시키 동생은 자빠져있는데...아주 쌍으로  깜빵갈족속들...,0.41,85.05,14.54,부정
이낙연 총리가 21.8%면 너무 낮네.,0.0,52.69,47.31,부정
"이낙연이  왜  사과하냐
문죄인이  사과해야지
이낙연이  대통령  대행 하는갑네",0.05,91.14,8.81,부정
총리가 대선후보가능성땜에 그런거아닌가?,0.51,80.98,18.51,부정
"이낙연 전라도놈이란건  명심 한야됨  
절대불가  전라도놈은안됨",0.07,91.54,8.39,부정
민경욱도 불출마했으면 좋겠다. 한국당에 아무런 도움이 안돼. 문재인 욕하는건 쉽지! 한국당 지지율 떨어지는데 좋은정책이나 대안을 좀 제시해봐라.,24.87,53.32,21.81,부정
진짜 다까끼의 시바스네 sbs,35.02,41.08,23.9,부정
이낙연도 집어 넣어라,0.01,85.58,14.41,부정
이낙연에박수짝짝,0.05,59.03,40.91,부정
이낙연  같은ㅇ것이  대귄?  크하하,0.26,72.74,27.0,부정
이낙연 조국 이재명 김경수 박원순 임종석 너무 후보가 많아서 행복한 고민 ㅎㅎ 부럽지??,0.84,73.24,25.92,부정
"민주당 당원들이  무능하다고 이해찬 사퇴하라고 매일매일 난리인데 
왜 버티고 있는거요?

탈당 3번이나 하고   12년때는 극도의 스트레스로  대선 한달남겨놓고 당대표 사퇴해서
선거를 폭망하게 하더니  지금은  총선이 반년이나 남았는데 왜 사퇴안함???????

이재명 민주당 지지층에서 선호도 꼴찌, 무당층에서는 이재명 언급도 안함

이재명 데꼬 이해찬 사퇴해라!!!!!!!!!!!!!!",2.12,88.49,9.39,부정
총리가 같은 총리가 아니다.,0.28,72.55,27.17,부정
이낙연의 쇼에 속지 마시길 ㅡ원래 쇼를 잘하는 자입니다ㅡ과거 이회창 대선출마시ㅡ거짓 마타도어를 만들어서ㅡ(기양건설 사건 검색해보세요) 낙마시킨 장본인이죠ㅡ나중에 대법원에서 허위사실로 판명되었죠ㅡ결국 대단한 정치제 사기에 성공한 셈이었죠ㅡ그런자가 진실을 추구할 리가 없습니다ㅡ,1.05,55.19,43.76,부정
"민주당 내년도 총선거에서는
전국을 통틀어 5석만 얻어라.
민주당도 의석수 많으니까
백성을 알기를 우습게 여긴다.
따 5석 이하로 당선 잪아라.",0.17,94.93,4.9,부정
"민주당은 
인재가 넘치는구나
이낙연총리를 비롯
김부겸
박원순
이재명
송영길
조커  유시민 등등
자위당은
황조롱이를 비롯하여
흘러간 옛노래 
무대
홍포 등등  
격이  완젠 다름 다름",12.37,76.6,11.02,부정
"이낙연총리 대통령 될까봐 무서워 
벌써부터 흠집내고 까냐―,.―",0.0,50.03,49.96,부정
이낙연 총리 만큼만 일해보고 기사써라 기레기님아,0.0,52.4,47.6,부정
문재인정권 국회운영을 지켜본 결과 자유일본당은 여당일때도 야당일때도 국민들에게 아주 해악하며 무쓸모라는거다. 대한민국에서 사라져야할 첫번째가 자유일본당이다.,0.08,88.09,11.83,부정
역대 최고의 총리 이낙연.,0.29,60.32,39.39,부정
