comment_no	user_id_no	contents	reg_time	sympathy_count	antipathy_count
1871694773	pref****	장관자리도 논란있던사람을 대선주자로?	2019-10-01T14:07:19+0900	2	1
1871693913	gby1****	서초동집회, 200백만명..? 5만명을 그렇게 언론이 보도한것은........ 요즘 망해가는 여당을 보면서 속으로는 5만명이 200백만명으로 보여졌으면 좋았겠지~~~ㅋㅋㅋ 그런신문을 누가보겠니? ..... 너희도 가짜라는걸 스스로 소개했으니 너희도 끝났다.................애를 쓸려거든 옳은데다 애를쓰고 살아라~~	2019-10-01T14:06:47+0900	6	0
1871693563	kill****	조옷국 이 ㅅㄲ는 정치판은 법무장관으로 끝이라고 한지가언제인데  대선주자? 말같잖은소리하고있네 진짜 ㅋㅋ 하여간 말바꾸기, 선동, 위선하면 그분들이죠? 여러분 속지마세요 운동권 민주당 뽑으면 나라 공산당 적화통일되는거 일도아닙니다. 눈뜨세요	2019-10-01T14:06:35+0900	2	0
1871693263	sunj****	ㅋ 후보를 세명만 해서 고르라 한것 맞죠?	2019-10-01T14:06:23+0900	0	0
1871692653	nanu****	문!개소리냐?토착좌빨신문!김정은이를 해도 그정도 나오겠다.너희좌빨들 우상 김정은이라.........	2019-10-01T14:06:01+0900	0	0
1871692513	yeu7****	나라가 미첬네.범죄혐의자가 유력대선후보?	2019-10-01T14:05:55+0900	1	1
1871691883	19me****	우와 대다나다 개돼지들	2019-10-01T14:05:28+0900	0	0
1871691393	nort****	리얼미터를 요즘 믿는 바보도 있냐. 좌파 달창 대깨문도 이건 안 믿겠다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2019-10-01T14:05:07+0900	0	0
1871691153	clau****	좃 국 감옥갈텐데 무슨 대선후보냐, 사기여론조작 기관인거 점점 더 티난다.	2019-10-01T14:04:56+0900	0	0
1871691033	stf8****	한겨레 참 한심한 것들 지금 뭐 하시는가 정말 답이 없다!!!너희들이 진정한 진보 언론 맞냐?진짜 욕 나온다! ㅌㅌㅊㅊㅊㅊ	2019-10-01T14:04:52+0900	4	0
1871690723	gysk****	저게 어떻게 가능하냐면 여당지지자들만 국민이기때문.ㅋㅋㅋ	2019-10-01T14:04:40+0900	0	0
1871690653	gptm****	참...유구무언이네! 조꾹이가 어찌됐다구? 어찌이런일이 국내에서 일어난다고...?저런 위선,내로남불 이 대선주자3위라고? 진정코 이게 사실이면 이나라는 희망이없다! 범죄사실이 있고 없고 문제가아니라 도덕성,최소한의 양심도 없는 저런자가 뭐어쩐다구....?코가막히고 기가막히고 숨이막힌다! 정말 착각해서 대통령된다고 나올라....끔찍하다	2019-10-01T14:04:38+0900	0	0
1871690563	hotd****	또  뻥이지?	2019-10-01T14:04:35+0900	0	0
1871690423	gomi****	힌걸레아니랄까봐 누가감히 대선후보?국민이 바보냐?	2019-10-01T14:04:30+0900	0	0
1871690203	smil****	적극 지지합니다!!! 정치검찰 척결!!! 공수처 설치!!!	2019-10-01T14:04:18+0900	1	1
1871689823	rumb****	한겨레 가지가지  하네. 이판국에 조국이 대한민국의 대통령후보 3위?  이집단은 어떤한 나라를 구상하는거야? 우리는 국민을 적폐로 몰아 단죄의 대상으로 생각하는 투사가  대통령이 되기를  바라지  않는다. 국민들이 열심히  노력하면 잘살도록 격려하고 많이 번만큼 사회에 환원하면 존경받고, 서로다름을 인정하며  통합의 정치를  하는 정치가가 우리의 리더가 되길 원한다.지구상에서 이미변절되고도 몇개국이 안남은 구시대적  유물인  국가관을 가진 투사는 국민을 병들게하고 국가를 쇠락하게 하는 작금의 체험도  벗어나야 하거늘, 또???	2019-10-01T14:04:00+0900	2	0
1871688743	nana****	한걸레  그런보도가  먹히는걸로  아는가  정신차려	2019-10-01T14:03:21+0900	0	0
1871688553	haew****	조국은 반드시 교도소로 가게 될 것이다!	2019-10-01T14:03:12+0900	0	0
1871688543	sisi****	출처가 구라미터 ㅋㅋㅋ 차라리 북한에서 조사했다고 하지 ㅋㅋ	2019-10-01T14:03:12+0900	0	0
1871688113	jjin****	사실이라면 진짜 개돼지...	2019-10-01T14:02:53+0900	2	0
1871687783	flux****	뭔 근거요?웃기고들 자빠졌네..한겨레가 옛날 같지 않아~~~	2019-10-01T14:02:33+0900	0	0
1871687513	icin****	아...그렇구나....ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2019-10-01T14:02:17+0900	0	0
1871687383	phar****	한겨레답다!!!   리얼미터 답다!!! 북한주민들한테 조사했냐!???!!	2019-10-01T14:02:13+0900	1	0
1871687303	skol****	니들끼리 다하세요~ 리얼미터? 조작!!	2019-10-01T14:02:10+0900	2	0
1871686703	chsa****	찌라시,  조작,  쑈쑈쑈 ㅡㅡㅡㅡㅡ	2019-10-01T14:01:47+0900	2	1
1871686213	ikyu****	조국이 니 다 해무라 벌써 대통령 같어	2019-10-01T14:01:29+0900	0	1
1871685593	mans****	말세로다. 좃구라..	2019-10-01T14:01:07+0900	1	0
1871684793	jesu****	한겨레는 진짜 정신 차려라 그동안 너희들이 말하는 자격없는 지도자 많이 봐왔다 이제 문대통으로 끝내자 다음 대통령은 전 국민들로부터 존경과  사랑을받는 대통령을 뽑읍시다 그러하려면 각 정당들이 대통령후보를 잘 뽑아야합니다	2019-10-01T14:00:40+0900	1	1
1871684703	kono****	이낙연이 대통령되면 좋겠다..	2019-10-01T14:00:36+0900	0	3
1871684333	ultr****	이런게바로 한걸레 기사지..ㅋㅋㄱㅋ 지금 엄청난권력형 비리로 모가지가왔다갔다하는데 이런기사를 믿는사람이 있겠나..?   아.. 있긴있지..달창들.. 지금 조국이 정치력으로 비리안저지른데가 없구만  대단하다..ㅋㅋ	2019-10-01T14:00:23+0900	2	0
1871683293	lcs0****	제정신이 아니구만...ㅠ	2019-10-01T13:59:39+0900	2	0
1871683013	bron****	딸이 기고만장 하겠네. 입학취소는 언제쯤???	2019-10-01T13:59:30+0900	2	1
1871682973	aqua****	다음 대선 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 투표 안하고 싶다.... 대통령 될만큼 정치 잘한놈을 볼수가 없음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2019-10-01T13:59:29+0900	0	0
1871682623	pkt0****	윤석열총장 여론조사넣으면 조국 두배나올듯	2019-10-01T13:59:19+0900	6	1
1871682603	moai****	윤석렬 추천~	2019-10-01T13:59:18+0900	0	0
1871682503	tozi****	쇼여 쇼 문빠들이 만든쇼. 자신 있으면 좃국을 대통령후보로 내바라. 열마든지 환영하마. 아주 도둑놈을 대통령 만드어 이나라를 보내버릴려 하는데 절대 그리 되지 않는다.	2019-10-01T13:59:14+0900	0	2
1871682213	soon****	ㅉㅉ한겨레스럽다	2019-10-01T13:59:04+0900	0	1
1871680503	ejy6****	꼭 나와라! 끝장을 봐야지!	2019-10-01T13:58:04+0900	0	0
1871680213	spap****	이야~~ 이게 기사야?  이런 여론조사나 거기에 응한사람이나 이걸 기사로 쓰신분이나 승인해준 편집장이나 참 대단하시네요~ 어느분 말씀처럼 이게 정상인가요? 난그리 어느쪽으로 편향되지 않다고 생각했는데 내가 잘못된건가?	2019-10-01T13:57:54+0900	4	1
1871680123	krsu****	조국 이낙연 대선주자 피곤하니까 꿈도꾸지마라	2019-10-01T13:57:49+0900	2	1
1871679553	chdu****	자한당과 일베 친일 매국노의  묻지마 공격에도 흔들림없이 검찰개혁에 전념하는 모습보며 감동 받았습니다 다음 대선 나오시면 꼭 찍겠습니다.	2019-10-01T13:57:28+0900	2	0
1871678543	lord****	조국장관은 검찰의 먼지떨기식의 수사받고 법적으로 무혐의 받을꺼다. 검찰도 자망당도 의혹에 억측에 거짓선동에. 한 가족을 매장시킬 작정이었겠지만 조국이라는 사람이 당신들처럼 뻔뻔하지않다.	2019-10-01T13:56:53+0900	4	4
1871678453	rihn****	윤석열 총장님도 대선후보  포함 시켜라.  치는 탁구공따라 눈깔 움직이고 헤메이는 부ㅇ신들 좌우로 정리하고  나라근본이 설까 한다.   참고로 과거 안철수대선연설을 들어보자. 정말소름 끼칠정도로 넘 적중한다. 대단하다는 말밖에 없네.	2019-10-01T13:56:51+0900	1	1
1871678403	scor****	이낙연, 조국 합치면 다음에도 민주당에서 쉽게 되겠네ㅎ 황교안 같은 인간이 대통령되면 다시 박그네 시대로 돌아간다. 교안이는 바그네만도 못해ㅋ	2019-10-01T13:56:49+0900	4	2
1871677483	jihy****	검찰개혁이 불공정하고 부정의하다고 생각하는 진짜 답없는 수꼴들 어이없다	2019-10-01T13:56:10+0900	0	1
1871676743	gyl2****	조국 만큼 깨끗한 인물도 드물지! 암 드물고 말고!!! 조만간 1위 등극 할것이다~국회에서는 ※ 묻은 개가 ×묻은 개 나무라기 식이고~~우파 시키들치고 욕망을 채우려고 검은 거래 안한 노무시키가 아주 드물거든~~	2019-10-01T13:55:41+0900	4	1
1871676553	1tol****	한걸레 이따구 종북언론사가 여론조작질을 하고잇네	2019-10-01T13:55:33+0900	3	1
1871676533	sung****	풉!리얼미터 이택수 사장이 좌파어용언론인 김어준 동창친구 밝혀진후 이나라 여론조사기관들 못믿는다.더구나 좃마이뉴스,한걸레가 조사의뢰하면 좌파 유리하게 조작 기본깔고 시작하는거 전국민이 이제 다알아 응??★진짜 화가나서 속이 부글부글한다.문재앙 국가에 대역죄인이 미국창설 요청 지소미아 일방종료 대신 방위비2배이상 인상 용인??이게도대체 뭐냐??이럴거 애시당초 왜 종료했어!!좌좀빨갱이 개씹쓰레기들아!!인간이하개씹쓰레기 메갈페미년들아!!이게 당당한 국익외교냐??입만 열면 기승전북한!일본엔 강한척 미국엔 비굴외교!!외교,경제폭망 문재앙!	2019-10-01T13:55:33+0900	2	2
1871676243	wofd****	법망을 최대한 활용해서 뽑아먹는 자가 3위라는 것은 병의 신같은 대깨문들이 졸~~라 민다는 건데..... 잘 해봐라 :((((	2019-10-01T13:55:24+0900	2	2
1871676093	asao****	한겨례+리얼미터= 좌파 어벤져스?!!	2019-10-01T13:55:17+0900	0	0
1871675973	shst****	한겨레 ,,,,,,,,,, 이것도 신문이냐??	2019-10-01T13:55:11+0900	0	1
1871675843	kbhl****	제발  온 국민이라고 선동질  말라	2019-10-01T13:55:07+0900	1	0
1871675823	yesj****	조국땜에 지쳐서 이제 기사 보기도 싫은데 제목보고 깜놀해서 들어왔다.	2019-10-01T13:55:07+0900	4	0
1871675413	huma****	위선과 후안무치의 상징인 조국이 대선후보 물망에 올라가는 나라가 나라입니까? 이래서 문통을 뽑으면 나라가 흔들릴 것이라는 말을 들었어야 하는데 문통에 투표를 한 사람들이 졸지에 죄인이 되어버렸네요. 그레도 위안이 되는 것은 문통과 조국을 비호하는 세력들이 얼마나 나라와 국민을 우습게 여기고 비정상적인 사고를 하는 세뇌당한 세력들인지를 확실하게 알게되었다는 것입니다. 더 이상 이들 세력에 속아서 끌려다녀서는 대한민국의 미래는 없다는 것을 말도 안되는 사람을 대권후보로 올려놓는 비정상적인 사람들로인하여 확실히 알게 되었습니다.	2019-10-01T13:54:53+0900	0	1
1871675403	sidi****	언론이나 정치에 전혀 관심없는 사람이 연일 조국 나오니깐 멋모르고 대답함.......................ㅋㅋㅋ	2019-10-01T13:54:53+0900	0	0
1871674743	khl8****	대통후보로  거론되면  정치암매장 당한다 조심혀~	2019-10-01T13:54:27+0900	1	1
1871674553	ju01****	북한남  쳐지껄이는  좌파새 기   가   대통인것도   울화통이  치미는데 범죄자  좃국을  다음  대통시키려고  조작질에  지랄을떠네 구역질나느  좌파   새   ㄱ   들	2019-10-01T13:54:22+0900	3	1
1871674353	dlwj****	야~  역시 한겨레	2019-10-01T13:54:14+0900	1	0
1871674063	iset****	미 친  것 들  아냐	2019-10-01T13:54:04+0900	0	0
1871673883	sunn****	범죄자 대통령후보? 조국 지지한다는 진짜 욕나오는 인간들도 있구나	2019-10-01T13:53:57+0900	2	3
1871673573	wngh****	대선후보 123위 전부 지지하지도 않는데 누굴 대상으로 조사를 하고 이딴 허위 기사를 쓰죠?	2019-10-01T13:53:47+0900	0	0
1871672373	shky****	대한민국 역사 최고의 위선자를 대통령후보!미친거아닌가!무서운 선동에 동요되선 안된다	2019-10-01T13:53:06+0900	3	1
1871672343	kim4****	조작미터에 한걸래에 아주 G랄 발광을 한다	2019-10-01T13:53:05+0900	3	1
1871672293	osh1****	이낙연이도 골수 전라도에 거짓말쟁이잖아.	2019-10-01T13:53:03+0900	1	0
1871672133	jihy****	차기 대통은 이재명이나 조국이 되면 좋겠다  양아치 친일 수꼴들좀 박멸했으면---	2019-10-01T13:52:58+0900	0	6
1871672033	miso****	걸레는 믿고 걸른다	2019-10-01T13:52:56+0900	1	0
1871671433	1031****	집단사기꾼 두목이 대통령? 우리나라 좋은 나라.	2019-10-01T13:52:37+0900	2	0
1871670023	tkdn****	저런 사람이 대권후보에 오르내리는 것 자체가 국민들의 정치수준을 보여주는 것이라 슬프고 화난다	2019-10-01T13:51:55+0900	4	0
1871669193	osh1****	웃끼고 자빠졌네. 조국이 놈 지지자 확인하고 조사한 거네. 거짓말만 보도하는 이런 것도 언론이라구.	2019-10-01T13:51:32+0900	1	0
1871669043	rkdw****	좇국! 나와라  시원하게 말아 드시게 해줄께요	2019-10-01T13:51:27+0900	0	0
1871669013	sung****	조국도 웃기다만 황교안 지지자들은 뭐냐? 전부 다 삭발해라~	2019-10-01T13:51:27+0900	0	0
1871668513	jjki****	온가족이 피의자인 사람이 무슨 대선주자? 우리 국민들 지도자들 정신상태가 정상이 아닌듯.	2019-10-01T13:51:09+0900	2	0
1871667753	bhs2****	보수의 대선주자  조건은  軍 미필	2019-10-01T13:50:42+0900	1	0
1871666983	shin****	리얼미터 장난치지 마라!	2019-10-01T13:50:17+0900	3	2
1871666903	cheo****	검찰개혁한다고 법무부장관한테 콩고물이라도 떨어지겠냐? 본인이 희생하면서도 검찰개혁 이루려는 마음에 감사하고 국민이라면 지지해주는게 맞다	2019-10-01T13:50:14+0900	2	3
1871666443	y637****	틀베충들은 지네들 불리하면 조작이라네ㅋ	2019-10-01T13:50:01+0900	1	0
1871666223	gamj****	황교활이 어떻게  대선주자2위   가짜뉴스?	2019-10-01T13:49:57+0900	2	0
1871666133	opus****	누구를 대선주자 3위라고 생각? 누가? 어이 없네..	2019-10-01T13:49:54+0900	1	0
1871663993	nice****	나베는 순위안엦아예없네?	2019-10-01T13:48:35+0900	1	0
1871663943	dhee****	붕어 미꾸라지 개구리 양식장에서 조사한결과지?	2019-10-01T13:48:34+0900	3	0
1871663453	myod****	좌파언론과 시민단체와 민주당이 조국을 쑥쑥 키우는구나...열심히 물주고 비료주고 잘 키워봐...	2019-10-01T13:48:16+0900	0	0
1871663253	bhs2****	안보는 군 미필 ,  좌빨 빨갱이는 군필   =.&gt;   이게  뭔말이여	2019-10-01T13:48:11+0900	0	0
1871662963	ming****	조국을 대선주자로  띄우고 싶구나?  국민들은  개  돼지니까, 아무렇게나  그렇지!    국민들  감정은   아랑곳하지 않고   너희들끼리  북치고 장구치고    다 해 먹겠다.  그래  그렇게 해라.그럼그렇지   변할리가 있겠냐!	2019-10-01T13:48:03+0900	2	0
1871662373	bioz****	이런 조작 누가 하는 거냐?	2019-10-01T13:47:41+0900	2	0
1871661463	dami****	분명한건  교활이는 안된다는 거. 될래야 될수없는 거.	2019-10-01T13:47:05+0900	2	0
1871661163	nkyj****	리얼 윤총장도 대선주자에 포함해 주셔요	2019-10-01T13:46:55+0900	2	1
1871661133	cheo****	나라를 위해서 온 집안이 탈탈 털려가면서도 검찰개혁을 이루려는 마음에 국민이라면 감사해야되는거 아니야?	2019-10-01T13:46:53+0900	1	1
1871661123	o_bu****	의전좋아하는 교활이가 저기에 끼어있는것 자체가 수치다..	2019-10-01T13:46:53+0900	4	3
1871660513	carp****	리얼미터  대다나다	2019-10-01T13:46:31+0900	3	0
1871660473	hion****	풋..	2019-10-01T13:46:29+0900	1	0
1871659873	rlae****	범죄자가  대똥   어디서 구라냐  그러니 종북  쓰레기지	2019-10-01T13:46:09+0900	2	0
1871659613	asga****	교활이가 설마 ᆢ ㅋㅋ 몇표나 쳐먹을지 기대된다	2019-10-01T13:46:00+0900	0	0
1871658283	jeey****	말세다,진정.	2019-10-01T13:45:10+0900	0	0
1871657723	co_s****	응~~~사회주의자=공산당간부   를 자유민주주의 대통으로 세우려 들지말고, 대나무 데리고 북한가서 수령에 뽑아줘라 추종자들아!	2019-10-01T13:44:50+0900	3	0
1871657313	jka2****	거짓말 선동정권 이나라가 싫다	2019-10-01T13:44:34+0900	2	1
1871656543	pare****	재앙이 진짜 조국한테 문군 비디오 찍힌거 아닌가하는 합리적 의심이 든다 장관이 꼭 조국이여야하나?그냥 허수아비 하나세우고 조국이랑 지마누나랑 뒤에서 대리청정 수렴청정 해서 검찰개혁할수도 잇잖아 국민분열 여야대립 한방에 끝나겟구만	2019-10-01T13:44:01+0900	1	1
1871656463	ena2****	3위가 뭐냐 1위 시켜줘라 나라 말아먹게	2019-10-01T13:43:59+0900	2	0
1871656213	stah****	ㅋㅋㅋㅋ 놀고있네.. 조작미터, 한걸레 기레기들	2019-10-01T13:43:50+0900	5	0
1871656103	medi****	질알들을 해라	2019-10-01T13:43:47+0900	1	0
1871655573	sumi****	교활이 이십퍼 웃도는 웃픈 대일민국~~	2019-10-01T13:43:29+0900	3	2
1871654963	ch35****	벌써 추석 때 sbs 대선주자선호도 여론조사에서 3위로 조국이 나왔음. 장관된지 며칠이나 됬다고. 그전 3위였던 유시민은 사라지고. 이것만 보더라도 조국 법무부 장관 임명-&gt;검찰개혁-&gt;국민들의 신뢰를 얻어 민주당 대선후보-&gt;대통령으로 가는게 목표였던 것임. 그런데 임명에서부터 삐끗!	2019-10-01T13:43:09+0900	4	1
1871654833	bfw1****	아들 군대의혹으로 낙마한 이회창이 울겠다. 그동안 청렴한 정치인 타령은 왜 한거야. 적폐청산은 우파정권청산이었고, 자유민주주의의 청산이었으며, 인민민주주의 공산국가의 건설이 목적이었던가. 내가 든 촛불은 공산주의를 위한 것이 아니었다	2019-10-01T13:43:04+0900	11	0
1871654443	bhs2****	보수들은 주둥아리로는 안보찾으면서 대통령후보는 꼭 군미필을 내놓을까 @	2019-10-01T13:42:50+0900	0	1
1871654163	vmfl****	지령 떨어졌냐? ㅋㅋㅋㅋㅋ	2019-10-01T13:42:40+0900	0	0
1871653823	dlwn****	경심이 퍼스트레이디되면 존나 나대겠넼ㅋㅋㅋㅋㅋ 지금도 장관사모님이라고 언플 겁나 하는데	2019-10-01T13:42:29+0900	0	0
1871653673	jsmm****	검찰개혁 !!  조국수호 !!	2019-10-01T13:42:24+0900	4	4
1871653433	gang****	좌파충들이 노린게 이거였구나	2019-10-01T13:42:19+0900	0	0
1871652963	fire****	젓국이 대선?  나라 망조가 들었나	2019-10-01T13:42:05+0900	1	1
1871652473	ilov****	골빈 꼴통들이 그리많나? 걱정되는 나라꼴... 가장 기대했던 정권과 존경했던 논객이 이중인격자로 드러나고  기회균등. 공정. 정의가 가장 피폐해진 정권에 기대할것이 무었인가?	2019-10-01T13:41:44+0900	0	0
1871652393	guuu****	검찰이 발굴해준 대선후보 아닙니까? 완전 마음에 쏙 드는데^^	2019-10-01T13:41:42+0900	1	0
1871652253	sung****	부끄럽다	2019-10-01T13:41:36+0900	1	0
1871652183	co_s****	이젠 좀비가 대통령이 되려는 지경에 이르렀는가! 대한민국 국민들은 공산당 밑에서 자유를 박탈당한 채 살려면 북김에 충성맹세하는 자들을 뽑으세요	2019-10-01T13:41:33+0900	2	0
1871650793	mbmv****	윤석열 검찰총장 대선에 나가면 1위 아닌가?	2019-10-01T13:40:52+0900	6	2
1871650703	juho****	얼빠진놈들많네. 조국이대통령되는순간이민갈꺼다. 근데이민갈일은없을거라확신한다! 윤석열대통령콜!	2019-10-01T13:40:48+0900	2	1
1871650653	absu****	조국 장관이 대통령이 되면 사깃꾼들 좋겠다. 그들도 희망이 있으니.	2019-10-01T13:40:46+0900	2	1
1871647853	mylo****	이 나라가 미쳐돌아가는구나	2019-10-01T13:39:24+0900	6	1
1871647713	cckk****	비교우위를 위해서 황교안은 꼭있어야함 그래야 이낙연 과 조국이 돋보임	2019-10-01T13:39:22+0900	2	2
1871647613	kims****	이낙연 조국처럼 스마트하고 품격있는 대통령 쭉 이어갑시다 틀딱황겨안이 뭡니까!!!!	2019-10-01T13:39:17+0900	2	7
1871647573	hel4****	리얼미터는 정권바뀌고 올사형	2019-10-01T13:39:15+0900	5	0
1871647223	happ****	차기대통령 윤!석!열!	2019-10-01T13:39:03+0900	3	2
1871645543	nhch****	조국 대권까지 죽 가자!, 이 나라에 희망이 더해지려면 조국 같은 사람이 대통령이 돼야 한다.	2019-10-01T13:38:15+0900	3	4
1871645323	hans****	대단한 개돼지들이네	2019-10-01T13:38:08+0900	1	0
1871644883	park****	이재명 지지한다	2019-10-01T13:37:55+0900	1	1
1871644753	pare****	조국 고유정 화성연쇄살인마 공통점이 내가 않헷다 난 모른다 증거잇나? 개소름 ㅎㄷㄷ	2019-10-01T13:37:50+0900	4	3
1871644453	nalg****	비교할걸 비교해라~~~ 대한민국  국민을  뭘로보냐...? 병역의무  는기본아닌가??	2019-10-01T13:37:41+0900	2	0
1871643813	apla****	이낙연 총리님, 이재명 지사님, 조국 장관님 이렇게 세분이서만 후보로 나오셨으면 좋겠습니다. 나머지것들은 나라 급 떨어지니 제발 나오지 마시길.... 특히 황모씨.	2019-10-01T13:37:24+0900	6	8
1871643723	ktmc****	나라가 완전히 미쳐가는구나	2019-10-01T13:37:20+0900	2	0
1871642923	susk****	푸하하 개돼지 리얼	2019-10-01T13:36:50+0900	0	0
1871642803	ksry****	역시 조작미터, 한걸레......ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2019-10-01T13:36:47+0900	3	0
1871642703	4yor****	ㅈㄹ개미쳤구만!!!	2019-10-01T13:36:42+0900	0	0
1871642373	lchs****	도대체저런빨갱이를후보로만드는그들도빨갱이인가	2019-10-01T13:36:33+0900	1	1
1871641883	siss****	뻔뻔 범죄자가 대통령과 법무장관 될수 있는 미친 나라  정의 공정 상식 양심이 깨진 공산당 나라에 미친 리얼 미터	2019-10-01T13:36:22+0900	2	2
1871640643	srph****	한걸레야 일반 상식적인 국민이 범죄자 좃국빠는 좃불홍어들 얼마나  혐오하는 눈초리도 보는지 못느끼갰냐	2019-10-01T13:35:37+0900	1	0
1871639943	cchy****	걸레질 오늘도 열심히....ㅉ	2019-10-01T13:35:13+0900	0	0
1871639733	ahne****	미쳤다 저 3명이? 어찌 이런 조작 심하다	2019-10-01T13:35:06+0900	1	0
1871639663	rjqs****	고맙다 검찰 보수정치인 보수언론 또 한명에 대권주자를키워주다니	2019-10-01T13:35:03+0900	0	0
1871639563	ynnu****	조국은 대한민국의 희망!	2019-10-01T13:35:00+0900	5	4
1871639543	ljk6****	조씨가 나라 망치네 그만 압박해라	2019-10-01T13:34:59+0900	0	0
1871639533	supe****	이런 나라는 망해야 된다.  썩어빠진 조작이 판치는 나라.  😣😣	2019-10-01T13:34:59+0900	0	0
1871639213	chwa****	그들의, 그들에 의한, 그들을 위한 정부와 선동지 한거레! 너희들은 서로 동무동무 하냐? 좋겠다!	2019-10-01T13:34:50+0900	0	0
1871639013	heem****	허경영 아저씨 대선후보로 나와주세요. 부탁이에요. 그립다.	2019-10-01T13:34:42+0900	0	0
1871639003	saib****	조국이가 죄가 없다고 하는것은 고유정이가 무죄라고 하는것과 같다	2019-10-01T13:34:42+0900	5	0
1871637313	novh****	ㅋㅋㅋㅋ 조국3위? 리얼미터는 전라도에 본사가 있나?참 어처구니가 없구나 조사해라. 이런 사기 통계질하는 넘들 다 쳐 넣어야한다.	2019-10-01T13:33:56+0900	1	0
1871637213	blue****	조국같은 위선자는 동래통장도 하면안되는 사람	2019-10-01T13:33:53+0900	0	0
1871635163	ubiw****	범재율은 독보적 1위지....문재인의 실체가들어나면 막상막하겠지만	2019-10-01T13:32:43+0900	2	0
1871633953	jeju****	좌좀겨레신문은 알아서 패스	2019-10-01T13:32:01+0900	0	0
1871632843	ado_****	헌법 제1조 ①대한민국은 민주공화국이다 사회주의를 추종하시는 분들은 대한민국에서 나라를 혼란스럽게 하지말고 각자 좋아하는 사회주의국가로 가서 오손도손 행복하게 사세요~~~제발요 ㅠㅠㅠㅠㅠ	2019-10-01T13:31:17+0900	1	0
1871632823	chio****	진짜 어이없다. 이런비양심적인 가짜 진보가 대통령이 되면 이나라는 어떻하라고 .....	2019-10-01T13:31:17+0900	5	0
1871632663	jour****	걸레 ?? 유시민이 띄울때 13 % 하더니 유시민이 쏙 빠지고 그자리에 조국이 끼워 넣은거 모르겠더나 ??국이가 무슨 후보 ?? 꼭 걸레 같은 소리 하고 있네 ??	2019-10-01T13:31:12+0900	2	0
1871632273	hjkw****	세상이 미쳐 돌아가는구나.	2019-10-01T13:30:59+0900	4	0
1871632093	nsh3****	개돼지 인증이지 뭐	2019-10-01T13:30:53+0900	1	0
1871631723	nk25****	범죄자도 대통령이 되는 나라 우리나라 좋은 좌파나라.	2019-10-01T13:30:42+0900	3	0
1871631313	2340****	어디서이런구라를ㅉㅉㅉ 말이되는소리좀하지 한겨레	2019-10-01T13:30:28+0900	1	0
1871629823	kker****	허경영 아찌는 웃음이라도 주지...	2019-10-01T13:29:36+0900	4	0
1871629603	seoh****	국민을 바보로 아나?  무시하나? 조씨가?	2019-10-01T13:29:28+0900	2	0
1871629593	neoe****	ㅋㅋ 리얼미터?  사기꾼	2019-10-01T13:29:28+0900	0	0
1871629543	jme7****	교활이가  부산 경남에서 지지한다? 웃기는 소리하지마라   경남 사는데 기분 나쁘다	2019-10-01T13:29:26+0900	3	0
1871627973	raze****	애국보수 : 이낙연 화이팅 !!	2019-10-01T13:28:30+0900	0	0
1871627733	ug24****	리얼  니는  그만해라   범죄자를  올리나?  이것도 문재앙정권 매크로이재	2019-10-01T13:28:22+0900	0	0
1871627543	taek****	저런것도 대선주자에 끼는 거 보면 국민들 수준 알만하다.정의실현? 웃기고 자빠졋네 ㅋ	2019-10-01T13:28:15+0900	2	0
1871627483	lhg0****	정신나간 인간들 참 많네ᆢ	2019-10-01T13:28:14+0900	0	0
1871627463	vfg4****	이런걸보고  삶은  소대가리가 웃는다고 하는거다!	2019-10-01T13:28:13+0900	1	0
1871627443	ssan****	기래기야 기래기야 기래기야 가쨔뉴스 쓰지 말쟈 !!!	2019-10-01T13:28:12+0900	0	0
1871626413	kyh1****	황교안이 위너네 ㅋㅋㅋ 이낙연표만 깎여서 조국한테 ㅋㅋㅋ	2019-10-01T13:27:39+0900	0	0
1871625953	neat****	범법자를 대통령에 올릴려고 하는게 나라냐???	2019-10-01T13:27:19+0900	1	0
