"그니까 공무원 작작뽑아;;청년들한테 지지받고 싶어서 공무원 10만명이나 늘린 모양인데 그게 과연 나라를 위한 일이냐고;;; 당장의 투표수를 위해서 경제발전을 포기하다니. 이건 대통령만 탓할 게 아니라 안정적인 것만 추구하고 도전하는 것을 반대하도록 부추기는 , 지금 10-30대의 부모들 탓이 크다. 그들이 사회를 이따위로 만들었기에 다들 공무원에 매달리는 거다. 이래놓고 나라 경제발전 안되면 이 늙은이들은 또 청년탓을 하겠지. '나때는 말이야~민주화운동도 했었고~우리가 imf를 이겨내고 경제발전을 이룩하고~...' 진짜 극혐종자들"
공무원 증원을 주장하는 문재인은 정말 재앙덩어리구나...
정권유지 위해  앞뒤안가리도 퍼주기 문재앙과 민좃당 문베충 대깨문들이  다 부담해라
문재인 작품인데 문빠들은  불만 없지요~
이나라.암덩어리같은존재.국회의원시원원 모두없애라.공무원절반으로감축하고
다 좋은데 일좀 하는공무원들 뽑으세요..제발..면접서는 국가관 어쩌고 저쩌고 하면서 임용되면 닐리리가 되어 버리니
아직도 60~70년도 박봉의 공무원이라 판단하는 정권들의 한심하고 한가한 생각이 결국은 혈세로 연금을 메꾸는 상황인데도 눈감고 귀막고 연금개혁에는 관심조차도 없다.게다다 이 정권은 더나아가 공무원 17만 4000명을 더뽑는다니 제정신이라면 이런짓을 못할것이다.공무원만 살판나는 나라라는 비아냥을 들어도 소귀에 경 읽기다. 정권욕에만 관심있지 표만 된다면 향후 국가재정이 어떻게 되던지는 관심조차없는 이런 짓거리는 나라 말아먹는 재앙을 초래할 것이다. 이 나라 공무원들이 아직도 배고프다고 생각하나?
공무원연금 적자는 공무원들에게 세금 따따블로 더 걷어서 충당하면 되지 않나?
마크롱이 나와애 돼
"공무원,군인연금액너무많다. 반으로삭감하고개헉해라.국민혈세로 감당안된다.혈세지원반대다."
"공무원,군인연금개혁해라.혈세지원중단해라."
사정이 이런데 왜 공무원 더뽑나? 동사무소 널널하다
특히 군인연금이 문제다. 공무원연금과 비교되지 않을만큼 액수도 많고 여러가지 누리는 혜택은 공분을 사기에 충분하다. 군시구테타로 정권탈취해서 지놈들이 유리하게 만든거지?  퇴직후 많은연금 수령하며 한다는짓이 극우댓글러 활동이나하고? 진보정부 종북몰이의 대다수가 군연금 수급자들 아닌가?
공무원수너무많음  스위스도아니고 일자리창출을 세금으로 공무원수나늘리고 그렇다고 일처리잘하는것도아니고  공무원수 슬립하고 똑똑한게좋다
"공무원 연금적자는 니들이메꿔라.니들이 지돈아니라고,제대로  알아보지도않고,아무대나  막투자하니까 적자나는거자나.국민연금도 글케만들어놓고...진짜  국민들피빨아먹을라고 환장한거같어.국민연금이 세금도아닌데, 연체료도 붙는거아십니까 국민여러분?"
"군대에서 일어나는 모든사건(예 허원근,김훈중위,임병장,윤일병등)뒤에는 부사관(싸이코,소시오 색마등 출신지역을 대표하는 꼬올통 고등학교 나온놈 중에서도 질떨어지는 개양아치들이 군대에 들러붙어 과거세탁.현재 약15만명 혈세로 밥,옷,아파트 주고 각종 혜택에 짬좀되면 1인당 매달 400+a씩 국민혈세 빨아처먹고 살며 그것도 모잘라 혈세에 환장해 온갖비리에 장교에게 덤비는 하극상과 지들보다 훨씬 바르게 산 똑똑한 사병들 개갈구고 뺀질되는 쓰레기등등.전역후 연금 매달 몇백만원씩 빨아처먹고사는 기생충들은 헤아릴수도 없음)이 반드시 관련되있다."
"이게 제정신으로 이해 안가? 대통령은 청와대에서 자리보전에, 잠만 자는가? 온갖 욕을 먹더라도 군인.공무원 속히,연금개혁 해야함!  훗날,역사가 좋은 평가 할것. 싫으면 대통령을 당장 그만두시게—-"
지금 공무원 될려는사람들은 나라의 수재들임... 역설적이게도 지금 공무원 윗대가리는 옛날에 공부안하던사람들이 많고 요즘 일하는 젊은 공무원들이 그러잖아 내가안짤리는게 정점이긴한데 단점은 저 세금x러지가 저러고도  안짤리네라는거 공무원도 일을 이상하게하고 짬처리하는 루팡들좀 정리해야함 뽑는 인원들이 문제있는게 아니라 위에 차지한 인간들이 문제라는거임
문쩝쩝: 나는 돈이나 뿌리고 공무원이나 더 뽑아서 내 인기만 올리면 됩니다.  어차피 빚은 다음 사람들 몫입니다 껄껄껄...
공뮈원을 많이 뽑는데도 왜 계속 적자지 ᆢ받는사람 대비  내는 사람 많으면흑자 아닌가 이상하네
국민연금과 동일하게 적용해라
공무원 정원제를 시행 해야지요'
"박근혜가 공무원연금 개혁을 밀어부쳤고,교원평가제. 근무평가 성과급제등 공기업과 공공부문 개혁에 착수하자 격분한 민노총,민노총의 과반수를 넘는 집단이 금속노조도 아닌 전교조,전공노와 언론노조 전력,철도 공공노조이기 때문.이들은 세금벌레들로 억대연봉에 연금까지 세금으로 먹고사는 신귀족계급으로 민주당내 거대이익집단임.문재앙은 민노총의 요구를 모두 수용해 자기의 지지세력으로 끌어 들이는대신 국민을 세금벌레들의 노예로 팔아먹었다.민노총이 촛불로 둔갑해 민노총산하 언론노조을 동원해 편파 왜곡보도와 드루킹을 통한 댓글조작과 여론조작에 리얼미터"
연금 통폐합이 공평하다
말도 안된다
어떤 대통령은 국가의 미래를 걱정해 이 문제를 해결하려다 탄핵당하고 어떤 대통령은 나라가 망하든 말든 공무원 늘려서 표장사하고....  과연 누구를 감옥에 보내야 할까???
군인연금이 세금먹는 하마죠 20년 전역 하면 나이와 상관없이 바로 나오죠~ 전역한 40대초반부터 사망시까지 탈수 있는 연금입니다... 경찰..소방은 65세 이후에 지급되는 것과는 상반되죠..
공무원연금은 이미 4번이나 칼질했다.. 군인연금이나 좀 손봐라.. 장교출신 군인들 솔직히 연금 너무 많이 받는다.. 군대서 고생하는건 사병들이지 장교들이 뭐 그리 뭐빠지게 고생한게 있다고 4백씩 5백씩 연금 받냐
공무원연금 이미 개혁했고 군인하고 교원 연금 개혁해야하지 않겠나?
국민연금도 얼마 안 남았다.!
그냥 영구집권시키면 안되나 5년 임기채우고 빤스런 튀면 화날것같은데...
왜 공무원이 국민보다 더 받아야 하는거냐..국민에게 서비스하는 직종이 더 받는다고..왜?
군인 연금 부러우면 군인으로 20년 생활해보셈 하실 분?? 20년 박봉에 개고생해서 겨우 받는 연금이 그렇게 아니꼽나?
공무원 연금은 이미 손몇번이나 댄건데... 군인연금이 개사기지... 몇십년간 손하나 안댄... 연금 손댈거 같으면 북한 주적타령하며 전쟁 분위기만 심어주며 군인은 대우해줘야한단 분위기만 만들면서 국민들도 군인은 욕안하고 공무원만 욕하게만들고 ㅋㅋㅋ 진정 개꿀 연금이 군인연금이다 공무원의 2배다
이런데도 문재앙은 공무원 몇십만명 늘리겠답니다
이와중에 공무원 더 뽑는 병 ㅅ 문재앙
"모건은 말했다. ""한국이 망하면 공무원 연금과  군인 연금 때문일거라고""  강력한 개혁을 할 지도자가 없음을 통탄한다"
공무원 증원 소리만 들어도 국민들은 열받는다. 기업이든 공무원이든 무슨 구호단체도 아니고 필요한 인원만큼만 증원을 해야지 실업자수 줄일려고 공무원 늘린다는게 말이 돼냐?  도대체 국가 재정상태는 고려나 하는건지. 제조업이라 수익을 창출 하는것도 아니고 공무원1명당 죽을때까지 국민들 혈세로 부담해야할 인건비며 연금이 얼마나 되는데 증원이냐?  근무시간에 모니터보며 한가로이 시간 때우는 공무원 천지다.
공무원연금개혁 반에 반토막낸 더불어공실당에게 표를 준 개돼지 진보들이 책임쳐야 함
공무원 군인연금 눈덩이 적자에 끝도 없이 난무하는 선심성 퍼주기 정책들. 각종 공무원 비리로 물새듯 하는 세금. 나라의 미래가 너무 명확히 보이지 않습니까? 그것도 멀지 않은
"공무원연금도 너무 과하고,,군인 연금도 너무 과하다..국민연금보다 좀 낮게 해라!"
"청와대 근무자 70명 모두 전재산 압류해서 갚아야지  부족하면 민주당 130 모두           ""  안  그런가  잉...."
지금 이 상황에서 역대 최대로 공무원 뽑는 정부다 말다한 정부지 정말 한심하다 저돈 공무원들이 매꾸게 해라
박근혜가 연금개혁하다가 닭년으로 몰려서 감옥갔는데 누가 이런 걸해? 그냥 개돼지들이 돈 무셈
연금개혁할때 공무원 편에서서 같이 때리던게 민주당아닌가
이러니 애들 안나잖아 후세들 생각 좀 합시다
왜목숨걸고 일하는 군인이랑 공무원이랑 꼭 싸잡아서 기사쓰냐 기자야 그리고 군인이 국민연금보다 얼마나 납부하는지는 알고쓰는거야?
퍼주는 연금과 집단 이기주의에 휘둘리지 않는 원칙이 지켜지는 나라가 되도록 빨리 개혁하라. 이대로는 망한다.
문죄인 정부 대표적인  직무유기.  탈원전해서  흑자 내던 기업을  2조적자      이놈에정부는  돈질은 최고
고생하시는데...뭘자꾸 깍아내리고그러냐...  나라잘지켜주고 민생안정시켜주는사람들한테  너무들한다....  에횽~~나라가 먼..배아픈사람들만있나..
공무원 꼭 연금줘야하나?
필요 이상으로 너무 많이 주지마라 뭔 큰일들 했다고
"과도한 세금으로 기업 서민들 등골휘고 있다 저성과자 잉여된 공무원,군인,정치인들 교원 교사들 즉시퇴출하고 공적연금은 국민연금으로 통합하고 더이상 공무원 신규충원 정책하지말고 공무원 호봉이나 삭감하여 같이 고통분담하자 어이! 저들은 과거 IMF, 국제금융위기, 공교육 부실및 부정부패, 현재 소득주도성장, 최저인금 과도한 인상, 법무부 장관 인사 사고 등 정책실패에 대한 책임읍이 피같은 기업, 서민들의 세금으로 마냥 호의호식하고 있다. 우리 후세에 미래와 희망 주는 정책을 실시하자 ! 안그럼 다같이 듁는다 어이!!!"
국민연금 맬 사람만 내면 안대냐?
"대한민국의 백년대계 3가지. 1. 저출산,초고령화 2. 국민연금 개혁 3. 노동개혁  해결방안만이 살길이다."
박근혜대통령이 공무원연금개혁할때 문재인과 유승민. 김무성같은 놈들이 온갖 방해잭동을 벌이고 개수작을 벌여 누더기로 만들었지...박근혜대통령은 후손들을 위해 공무원들이 무서워 지지율 떨어질까봐 누구도 하지 못한 일을 시도한 것인데..공무원연금개혁을 반대나 하던 더러운 놈들이 판을치고 있으니...온 나라가 개판.
진짜 문재인 실망이다.. 나라를 더 망치는듯.. 공무원만 뽑아내고.. 진짜 일못한다..
지금 공무원들은 연금으로 엄청내면서 받는건 정년해도 40년후에 200만원도 안되니 그냥 놔둬도 됩니다. 지금 300만원~400만원 넘게 받는 62세이상 퇴직 공무원들만 줄이면 세금적자 안납니다.
문재앙 : 꼬우면 니덜도 공뭔 하등가~
공무원 줄여라 이 개 가틍 재앙문아
열심히 일하시는 공무원 군무원한테는 죄송하지만 나라경제가 파탄나게 생겼는데 어쩔수없는 희생이 필요합니다. 그리고 공무원시험 준비중인분들은 멀리보고 취업준비 하세요.  돈발겠다고 공부원 하시면 인생 힘들어 지실꺼에요
공무원만 따로 하는 이유가 뭐야...? 같이하면 지들 마음대로 세금 지원 못받으니까
국민세금 야금야금 갉아 먹으면서 희희낙낙 하는 고위 공직자들 살판난 대한민국
국민연금과 당장 통합하라!
국민연금과. 모두 통합해야한다.
공무원천지다. 이게 나라냐? 지방자치단체는 태반이 일없이 앉아서 노는게 일. 일없이 앉아있기도 엄청힘들단다. 세금은 줄줄새고 모두 연금받겠다고 국고는 바닥. 차라리 전 부문을 국유화하고 전국민을 공무원시켜 공무원연금수준으로 연금줘라. 왜 공무원만 털어먹니? 국민들도 같이 털어먹어야 맞는거지.
"18년 뒤엔??? 그간 공무원을 왕창뽑아댓으니 한 10배쯤 될려나.ㅋㅋㅋ  50대 이하 다들 이빨 꽉깨물어... 재정을 낭비하고 미래세대에 부담을 지우는 정책들에 방관했던 댓가를 치룰날이 다가오고 있으니...홍콩젊은이들은 18년후 다가올 미래를 위해 저리 목숨을 거는데, 여긴 돈 몇푼쥐어준다고 침묵하는 모습이란...."
공무원 군인연금 무조건 줄여야한다 국민을 위해 일하는 공무원은 소수일뿐 그분들한탠 미안하지만 줄이지 않으면 답이없다
이게다 문재인때문이다 공무원그렇게 많이 뽑더만 이쩔거야
국방세를 걷어
연금기금으로 엉뚱하게 투자하다 엄한놈들에게 또 뒤집어 씨우네
나라의 앞날이 풍전등화다.
이 와중에 공무원 채용 늘리는 문재앙 클라스
"문재인, 다음정권으로 나라빛 떠넘기려고 하는가? 제발 군인연금부터 꼭 좀개혁해라. 아님 국민연금으로 통합시켜라"
마이너스인 국민연금으로 메꿀 생개 버려라!! 군인연금 공무원연금 받는 분들  자리에 계신 동안 다른 것도 많이 챙긴 분들 많으니 일반 국민 거 이거라도 뺏지 마시길..
"정말 답답하다... 공무원연금이 좋은줄 아는데 정반대다. 국민연금보다 2배로 더 납입하고 1.5배로 받는데 좋은거임? 공무원은 근로기준법이 적용이 안돼서 최저임금도 못받고, 초과•야간•휴일수당, 연가보상비 기타 등등 근로기준법에 한참 못미치는 금액을 받는다. 제발 오해하지말자.  물론 공무원 보다도 임금 보장을 못받는 분(중소기업 등)들도 많지만 ""내가 너(공무원) 보다 더 못받으니 너도 똑같이 못받아야돼"" 하는 식은 되지 말자. 우리 서민들끼리 싸워서 좋은 놈들은 따로 있는걸 알고 있지 않은가?"
쓸때없이 공무원 연금만 높으니까 거기만 목매잖아 제조업 없이 우리나라는 망한다. 공무원이 늘어가면  나라 빚만 느는거야 국가성장이랑 공무원 일자리랑은 상관이 없어
한심한 나라ㆍ 공무원 군인연금 주는건좋은데 나라수준에맞게줘야지  근로자들 이 불쌍네    주는건당면히줘야하지만 맞게줘라
공무원   그만 쳐뽑아  병퓐들아
세금으로 연금주는 나라~일안하고도  나라서 퇴직했다고 300만원씩 주는 나라~개혁이런데 해이하는데 공무원 인언 더 늘린다는소대가리~지가 있을 표심얻으려고 만 하는 좌뻘정권~인구는 줄고 공무원늘리면 국민한테 세금 올려서 강제로 뜯는 나라~
공무원. 공무원들이 더부담해야
"군인연금은 일단 보류하고, 공무원 사학연금부터 먼저 공론화해서 해결토록해야한다.  사회적으로 기피하고 좀적은 월급이라 연금으로 안정적인 노후를 준비하는 취지로 다른분야보다 좋으뉴연금을 줬던건데.. 지금은 서로 공무원될려고하고 재정도 심걱한적자라면 혜택을 줄여야한다.  미국 공무원도 군인을 제외하면 ""Defined contribution"" 이다. 납입금은 정햐져았어도 수령금액은 투자성과로 결정되는방법을 사용한다.  단, 군인은 ""Defined Benefit"" 은톼후 수령금액이 정해져있는 방식을쓴다."
출산율바닥이라 이제 줄놈도 없겠구만 뭘
문재인은 나라의 미래엔 관심없습니다 오로지 김정은에 충성하고 민주당 2중대들과 손잡고 장기집권해서 자신의 퇴임후의 일신의 부귀영화만 생각합니다
사람좀 제대로 보세요!! 윤석열이에게 당하면서 김진표까지~ 김진표가 총리되는 순간 문재인정부와 민주당은 내년 선거 폭망이다!!
국민의 상당수는 유령이다..그들은 다수의 매체와 언론도 무시하는것 같다.무사유와 다른 무관심도 아닌 유령이다..대다수에 섞여 자신을 감춘다...그들만의 생존전략..나라가 망하면 망하게하고 흥하면 흥하게하고..정치는 그 유령들을 움직여야 성공하는것 아닌지..결과를 봐야 알수있는것 같다..우리는 매일 매일 가지않은 길을 각있다
이 쓰레x  총리되면 문정부도 더이상 기대할게 없다
"좌파들은 국가가 국민들을 부양해야 하고, 우파들은 기업이 국민들을 부양할 수 있도록 국가는 도와야 한다. 결론은 국가 주도의 경제는 망한다는 것. 시장 주도로 경제를 살려야 한다!"
절대 안 됩니다.
"생각없는 무뇌아인 관료를 앉히는  타성적 인사가 문제다. 고위공무원중 친재벌, 친기업 아닌 자가 누구? 케인즈경제학도  시도되기전에는  소수학파에 불과했다. 장관이라고 해서 땜질정책외에 어떤 정책을  공표하고 추진했나?  임기중에 경제회복은 어렵다고 이실직고 하고 다음 정부를 위해 기반을 닦는 수모를 감당하시라. 경제가 1~2년만에 상전벽해가 되길 바라는게 어불성설이다. 단임인데 뭘 기대하나? 진득한 정책을  기대한다. 공약을 안지키면 뭘 보고 투표하나?"
전술핵이라니 남자가 왜이리 통이작냐 전략핵으로 준비해나가야함
김진표 장로는 개도교 먹사님들 소득신고 무마시켜준 장본인이죠? 썩은 한국당으로 내보내야될 쓰레기를 총리후보라니....... 이 자는 뇌물망국당이 딱 어룰리는데 왜 더불어민주당에 있을까?
한심하다!!! 저런 사람이 총리후보라니??? 내가 하겠다. 차라리 얼치기로 아는 것보다 전혀 모르는 사람이 총리하는 것이 낫다. 다시 노무현의 실패를 되풀이하는가???
김진표는 국가재정 파탄나게 합니다.  차라리 김진태를 시켜주세요.  종교세 걷기로 공약했는데 종교세위원장되서 종교세유예한 장본인입니다. 수원에서도 이제 출마하면 안되는사람입니다. 문정권하고 코드가 맞지 않습니다
조만간 탄핵촛불 불처럼 일어나겠네 닭때랑 달라진게 뮌데?
대문에 미친개가 있어서 유능한것보다 흠결없는 경력이 중요하게 됬다
자신이 기독교인이라고 종교인 소득세부과 반대한 사람을 어떻게 부총리 후보로 거론 할 수 있는지... 제발 현명한 판단을 내리길!!
민주당에 사람이 그렇게 없나?! 진짜 진표는 아니다!!이낙연이랑 너무 비교되자나!!!
김진표 내국인 카지노 추진하는 나라 말아먹는 매국놈. 아참 교회 장로님 이라면서요? 내국인 카지노 해서 나라 열.심.히. 말아드세용~~ 교회장로님~~응원 합니당~~
의술은 사람을 살리는 일이지만 잘못하면 죽게하는 수도 있다. 정치는 나라를 살리는 일이지만 나라를 망치기도 한다. 그렇기에 역사에서 교훈을 얻고 바둑의 정석을 연구하듯 경륜을 추구하는 것이다. 그러나 이나라 건국초기부터 진영논리에만 몰입되어 제대로된 정치나 정책이 이루어진 적이 있었던가? 참으로 안타까운 일이지만 시기와 질투속에 인재들은 몸을 사릴 뿐이다.
윤석열이 끝이 아니었네. 인사 이렇게 하면 안 되요. 대통령이 책만 보지 말고 국민 목소리 직접 들으시오.
"문재인 정권에서, 김진표는 아니다."
처음 언론에 나올때부터 이상하다 했다 틀어막을 인물이 그렇게 없나!?
맞아요.종교인 과세유예 대표적인 주장자.법인세인하  친재벌주의자. 부동산 실패...또  개혁은  물건너가는구나...
김진표는 자한당 x맨.
인사는 대통령 권한이고 책임은 대통령이 지면된다. 두고보는 수 밖에.
김진표는 글쎄...종교과세 폐지했던 인물 아닌가? 다른 사람 찾아 보시는게..
민주당이 망쪼로 가는거지 김현미는 집값도 못잡는 무능한 장관인데 거기다가 당만 다를뿐 친한국당 성향의 김진표까지 나서면 민주당 말년이 초라해질뿐이고 서민들만 힘들어 진다
"경제통총리,김진표‥현명한 선택입니다‥지지합니다!!!"
임마도 준 자한당급인거 같던데....미침거 아닌가...??????
김진표는 절대 불가!!
도대채 왜 이런 낡은 인물을...능력으로 봐도  철학이나 도덕성으로 봐도 도무지 이해 불가..누가 한 인사인가??
"김진표는 절대 안된다  만약 이사람을 지명한다면 악수중에 최악이다 자칫 내년 총선,다음 대선도 민주당 힘들다 후보군에도 넣지 마시길"
김진표. 종교인 과세를 저지한 인물. 개혁과는 거리가 멀다.
총리 교체 안하는게 제일 좋고 불가피하게 햐야한다면 정세균 원혜영 김부겸도 있는데 김진표가 웬말이냐
오마이 뭘 그리 오도방정인가 문재인이 김진표를 총리로 임명한다면 문재인이 표방했던 소득주도성장이나 친노동자정책을 잘못했으니 법인세도 인하하고 정상화시키겠다는거 아닌가.그리도 주제파악이 안되면서 무슨 기자라고 명함을 내미는가.기레기야.
이게 사실이라면 문재인 정부 지지를 완전 철회합니다. 김진표 같은 전형적인 개독 의원을 추천한 민주당 지지도 철회합니다.힘없는 민주당이나 사악한 자한당이나 변하지 않는 세상 똑같네요. 차라리 맘놓고 욕할 수 있는 미친 자한당이 맘 편합니다.
또 악수를 두지말라..
기자야 전술핵재배치  해야 살수있다 벙신아
현 정부에 국정철학이 있기나한가? 인사는 만사라는 말처럼 제대로된 인사정책 있기나 했었나? 개혁 아무나 하나? 선견지명도 경륜도 없는 인사들만 가려서 뽑는 인사관리! 이나라의 앞날이 참으로 우려스럽다!
미친. 이정부는 인사가 개판이야.
아니다 아니야 ㅡ ㅡ 어휴... 진뾰는 아니자나요
국민들이 반대하는 김진표는 안됩니다.윤석열 같은 꼴이 됩니다.절대 안됩니다.
국민들이 관심없는줄 알고 있겠지~~ 우리들은 듣고  지켜보고있다 ~~  우리들  눈과귀는 아직살아있다~~ 물론 손모가지도 ~~  아직 꾹 찍을순 있다~~^^
적폐셰끼 들...민조땅놈들도  다 쳐주겨야돼
더러운 구라정권. 사기정권. 살인정권
적폐청산의원장 박범개와 백원우 그리고 송철호를 위한 문재앙 장기집권을 떠들던 이해골등 찬탈정권의 핵심들은 다 관여한것인가봐
문대통령  이실직고 하시고 하야 하십시오~  강탈한 대통령자리   오래 갈리가 있겠습니까? 세계적으로 이런 조잡한 정권   부끄럽습니다
문재인 왕국의 비참한 종말이 보인다.
적폐  대상자들이  적폐를  외치고  다녔다네?  이게 나라입니까?  거짖말 쟁이들  개혁과 적폐대상들이네  큰집에 가야지
꼬리자르기식으로  얼마나  더죽어야하나.
백원우 묻고 문재인 묻고 떠블로가
윤석열검찰이   썩어빠진 적폐정권비리   철저하게  수사해서 엄벌해주길 바랍니다..!
이게나라냐.특검.청문회요구.더불당 해체하라.특검.청문회요구.총살형으로
이러다가 백가도 어느 순간 뿅하고 사라지는 거 아녀?
고양이에게 생선가게를 맡긴다는 말이 절실히 생각 나는군요.
종북좌파 문재인 청외대엔 간신배들이 국정을 좌지 우지 한다. 문재인이 시킨게 아니면 눈깜아 줬나. 어떤일이 벌어진건지 확실히 조사해라.윤석열 화이팅.!.
깜방보낼 명단 문재인.임종석.조국.백원우.노영민.이해찬.황운하.송철호.박범계.될수있으면 유시민.까지
문재인 탄핵감이다.    어이가 없네
여기 신천리 전라도 깽깽이들이 많이  들어와서 백원우 당선 시켜 쥤는데 많이 해먹었다다 ㅋㅋ
자한당에 가면  대박인데
총리라고 해서 꼭 정치인일 필요가 있을까   우리나라 지정학적 특수성을 고려해서 전직 군출신이 총리직을 수행하는 것도 괜찮다고 본다   전 대장 이순진 같은 분이면 무난할거 같은데
남자 이언주가 바로 김진표다. 저새ㄲ  자한당에 있어야 하는데
촛불혁명이란다 ㅅㅂ ㅋㅋㅋㄱㅋㄱ 촛불사기꾼 새끼들
교인이라고 안댄다 민주당 장로 지천 안인가 서거때 되면 절  교회 성당 찾아다니면서 개짖해놓고 교회다닌다고 안댄다 미치거아냐
군출신 중에 작년인가 전역한 이순진 전대장을 기용해 보는것도 고려해 볼만한데
민노총이 총리지명 좌지우지하는 빨갱이정권 문정권.....기가찰 뿐이다
웬일로 현실감각있고 일을할수있는 인사한다했더니 역시나군 ㅉ
YTN에서 의도적으로 김진표 까면서 막고 있네. YTN 연일 김진표 멀어졌다 식으로 보도하네. 쓰레기
정신 차려라 문어벙   . 측근관리 잘  하고
그나물에 그밥 🐀🐓할때와 변한게 아무것도 없네
범 진보는 무슨 범 친북이지. 전술 핵 배치 주장했다는 게 총리로서의 하자가 된다는 이 정권이 과연 자유민주주의 정권 맞나.
성호스님 추천한다 좌빨들아 ㅋㅋㅋ
절대불가
진보라 쓰고 공산주의라고 읽는다...
"이니는 사실상 민노총의 꼭두각시에 불과하다,. 총리인선 하나도 소신대로 못 하는 허수아비가 무슨 대통인가."
"좌익들은 동성혼, 동성애를 전부 찬성한다는 건가? 자연의 섭리를 거스르는 것들.."
개독교 만세!!
대한민국에 동성결혼 찬성하는 비율이 얼마나 될까?
맨날 주딩이로만 협치 어쩌구 하더만 같은당이라도 맘에 안들면 내치는 정부인데 야당이랑 퍽이나 협치 하겠다
"진표야 정치 그만두고 먹사나 해라 전빤스랑 같이, 더불당에도 이와같이 수구꼴통들 많다. 당만 더불당 타고 나왔지 생각은 수구꼴통 이지, 이철희나 표창원이 한말 틀린게 하나 없다"
봐봐 문산당은 중국북한식 사회주의라니깐
"민정실은 부패외 친인척 부서가 있다. 이중 친인척 관리팀을 맡은 백원기가 느닷없이 문 모행정관을 통해 작성한 선출직 공무원 내사 문건을 제시하며 부패관리팀에 하명수사하라고 하죠. 친인척관리팀이 울산시장 선거에 개입한 사건이죠. 선거부정이 월권에서 출발한 것이죠. 송병기는 청와대가 요청으로 정보를 주었다고 했죠. 10원도 공짜가 없는데 한국당 하던 송병기가 어떻게 돈을 주무르는 핵심 민주당 부시장이 되고, 계급정년 황운기는 승진하여 울산으로 가서 수사를 합니까? 민주당-청와대-경찰청 동원한 선거공작입니다."
자유총연맹 총재를 문재인이 친구 앉힐려고 하명수사도 했지요. 친인척 관리팀 맡은 백원기가 느닷없이 문행정관에게 선출직 공무원 내사자료를 만든 후 부패관리팀에 하명수사하란 명령을 내린게 이번 사건이죠. 선거부정이 백원기의 월권에서 출발한 겁니다. 송병기가 청와대가 요청해서 정보를 주었다고 했죠. 생각해보소. 10원도 공짜가 없는데 느닷없이 한국당 하던 송병기가 어떻게 돈을 주무르는 핵심 민주당 부시장이 되고 계급정년 황운하는 민주당에 공천하라 하면서 하명수사에 따른 빚받겠다 하고 있죠. 세상에 공짜가 어디있소.
그나마 겐찮은 사람은 물리고 추미애가튼 추한것들로 채우는 문통인사가 한심합니다 주변에온통간신배씨레기로넘쳐나니 문정부도 결국 박정부못지않을듯....
김진표 장로님 훌륭하심니다.
청와대는 심사숙고 하세요~!!!  제2에 윤성열 같은 사람을 선택하면 후회합니다.   법무장관 추다르크는 법이정한 모든권한을 동원해 윤성열을 퇴출시키세요~~!!!
개독교 향기가 난다. 종교인 과세 반대? 아웃이다. 황교활과 도진개진이다
계속 낙연이가하면안되나 잘하고있잖아
뒤로 미룬것을 화영합니다
