"⟨황교안대표님께 간절히 간청합니다⟩

지금의
혁통위,공관위는
자유한국당 지지자는 물론
국민들이 모두 외면합니다

국민들은 원합니다
패스트트랙 저지를 위해 몸을 던졌던 의원님들
조국청문회.필리버스터 토론에서 국민들을 감동시켰던 의원님들
광화문집회에서 국민과 함께했던 의원님들
이분들은 21대국회에도 필요합니다
김도읍.최연혜의원님필요합니다
대표님의 처음 생각처럼
국민투표로 선출된 통합위원장
국민투표로 선출된 공천관리위원장
국민추천으로 선임된 공천위원들
이렇게 다시 만들어주세요

이것이 국민 대통합입니다
이것이 선거승리로 가는 길입니다",22.05,8.27,69.68,긍정
"⟨황교안대표님께 간절히 간청합니다⟩

지금의
혁통위,공관위는
자유한국당 지지자는 물론
국민들이 모두 외면합니다

국민들은 원합니다
패스트트랙 저지를 위해 몸을 던졌던 의원님들
조국청문회.필리버스터 토론에서 국민들을 감동시켰던 의원님들
광화문집회에서 국민과 함께했던 의원님들
이분들은 21대국회에도 필요합니다
김도읍.최연혜의원님필요합니다
대표님의 처음 생각처럼
국민투표로 선출된 통합위원장
국민투표로 선출된 공천관리위원장
국민추천으로 선임된 공천위원들
이렇게 다시 만들어주세요

이것이 국민 대통합입니다
이것이 선거승리로 가는 길입니다",38.14,23.41,38.45,긍정
♬♬♪♪♩~,33.76,22.96,43.28,긍정
20대 대통령  이낙연  ! ! !,30.3,29.55,40.15,긍정
4.15 민주당 망하는 날 민주당 해체 되는 출발점이 될것이다.,5.94,45.83,48.24,긍정
간첩 문재인 그리고 그 졸개들 다 간첩들이다,22.98,36.82,40.19,긍정
"감히  황교안이  이낙연하구    왜  또  종로에 텐트치고
당선시켜 달라고   죽는시늉  하지  ㅋ",5.63,41.3,53.06,긍정
"감히 황교안 따위를 누구랑 비교합니까??
급이 달라요...",15.34,8.4,76.26,긍정
골빈새키 총리까지 해처먹었서면  후배들을위해 새로운 정치판을  짜야지 기존 해처먹었던 놈들이 활개를  치니 정치가  발전을하냐  더러운새키들 그져  특근에 눈깔이  뒤집어져서  에고 한심한새키들,40.03,9.78,50.2,긍정
공안검사출신이 감히 이낙연 총리하고 깜이 되냐,2.18,48.56,49.26,긍정
교활이가 대통령되면 이민가겠다.,42.76,11.14,46.11,긍정
굼 면제 굼 면제,38.96,21.83,39.22,긍정
굿,29.71,20.64,49.65,긍정
굿  굿   굿,15.79,24.31,59.91,긍정
굿!!!!,40.41,16.19,43.4,긍정
"그동안 총리공관에 서. 살았을텐데. 왜 이제야 전세를 주었을까요
그렇다면 2년여동안. 비워놓았을까요. 내 상식으로는 이해가 안되네
더구나 총리 되기전엔 전라남도지사를했으니 전라도에서 살았을텐데
 그리고  시세보다 조금만 싸게 내놓으면  바로 팔린다 
팔 생각이 없는건 아닌지 뭔. 중개인까지 동원해서 난리 부르스
거짓은 숨길수록 변명이 늘어나지. 
우리나라 대한민국이 언제 부터 거짓말쟁이 천국이되었나",21.03,4.53,74.44,긍정
그동안 해온 행적을 보면 이낙연 총리는 대통령감!,7.11,42.17,50.72,긍정
